"","match_id","league","match_date","home_team","home_score","away_team","away_score","avg_odds_home_win","avg_odds_draw","avg_odds_away_win","max_odds_home_win","max_odds_draw","max_odds_away_win","top_bookie_home_win","top_bookie_draw","top_bookie_away_win","n_odds_home_win","n_odds_draw","n_odds_away_win"
"12464",199757,"USA: MLS","2005-09-04","Los Angeles Galaxy",1,"Chicago Fire",2,2.1017,3.0883,3.11,2.27,3.2,3.25,"10Bet","Paddy Power","Sportingbet",6,6,6
"12859",200513,"USA: MLS","2005-09-10","FC Dallas",1,"DC United",2,2.2142,3.1083,2.905,2.25,3.2,3.15,"BetVictor","Expekt","bwin",12,12,12
"12860",200514,"USA: MLS","2005-09-10","Houston Dynamo",3,"Chivas USA",0,1.3192,4.1392,8.3367,1.36,4.5,9.99,"bet365","bwin","bwin",12,12,12
"12861",200515,"USA: MLS","2005-09-10","Los Angeles Galaxy",4,"Colorado Rapids",1,1.8625,3.2308,3.685,1.97,3.31,4.05,"Pinnacle Sports","Pinnacle Sports","bwin",12,12,12
"12862",200516,"USA: MLS","2005-09-10","New England Revoluti",3,"Columbus Crew",1,1.5409,3.5273,5.35,1.6,3.75,6.25,"William Hill","Expekt","bwin",11,11,11
"12863",200517,"USA: MLS","2005-09-10","Sporting Kansas City",0,"New York Red Bulls",1,1.8127,3.2473,3.8809,1.86,3.3,4.5,"10Bet","bet-at-home","bwin",11,11,11
"13487",201892,"USA: MLS","2005-09-17","Chivas USA",1,"Houston Dynamo",2,4.0767,3.3456,1.7511,4.33,3.4,1.85,"Sportingbet","BetVictor","bwin",9,9,9
"13488",201893,"USA: MLS","2005-09-17","Columbus Crew",1,"Chicago Fire",2,2.3033,3.1111,2.7833,2.4,3.25,3.1,"Paddy Power","Expekt","bwin",9,9,9
"13489",201894,"USA: MLS","2005-09-17","DC United",2,"Colorado Rapids",0,1.67,3.2833,4.6989,1.72,3.35,5.09,"bet365","10Bet","Pinnacle Sports",9,9,9
"13490",201895,"USA: MLS","2005-09-17","New York Red Bulls",5,"New England Revoluti",4,2.5429,3.0786,2.5143,2.62,3.1,2.6,"bet365","10Bet","BetVictor",7,7,7
"13491",201896,"USA: MLS","2005-09-17","Sporting Kansas City",2,"Los Angeles Galaxy",2,1.8583,3.255,3.72,1.9,3.4,4.09,"bet-at-home","Sportingbet","Pinnacle Sports",6,6,6
"13691",202340,"USA: MLS","2005-09-18","FC Dallas",2,"Real Salt Lake",1,1.5786,3.4757,5.1386,1.6,3.53,5.5,"bet-at-home","10Bet","BetVictor",7,7,7
"13914",202781,"USA: MLS","2005-09-21","Colorado Rapids",2,"Real Salt Lake",0,1.5086,3.5557,5.6857,1.53,3.75,6,"bet365","bet-at-home","bwin",7,7,7
"13915",202782,"USA: MLS","2005-09-21","Columbus Crew",1,"New England Revoluti",1,2.655,3.1125,2.3763,2.7,3.2,2.4,"bet365","Expekt","bet-at-home",8,8,8
"13916",202783,"USA: MLS","2005-09-21","FC Dallas",4,"Los Angeles Galaxy",1,2.1722,3.1056,2.9611,2.2,3.2,3.25,"bet-at-home","Ladbrokes","Pinnacle Sports",9,9,9
"13917",202784,"USA: MLS","2005-09-21","Houston Dynamo",2,"Chicago Fire",0,1.8413,3.2725,3.7338,1.9,3.4,4,"BetVictor","BetVictor","bwin",8,8,8
"14439",203853,"USA: MLS","2005-09-25","Chivas USA",1,"Colorado Rapids",3,2.6122,3.1667,2.39,2.7,3.2,2.4,"Pinnacle Sports","bet365","bet-at-home",9,9,9
"14440",203854,"USA: MLS","2005-09-25","Houston Dynamo",1,"FC Dallas",1,1.7156,3.3378,4.2489,1.75,3.5,4.4,"Expekt","Pinnacle Sports","bwin",9,9,9
"14441",203855,"USA: MLS","2005-09-25","New England Revoluti",1,"New York Red Bulls",0,1.74,3.3056,4.2056,1.8,3.5,4.33,"bet-at-home","Pinnacle Sports","bet365",9,9,9
"14442",203856,"USA: MLS","2005-09-25","Real Salt Lake",1,"Columbus Crew",2,2.3822,3.1311,2.6611,2.4,3.2,2.75,"bet-at-home","Expekt","Pinnacle Sports",9,9,9
"14443",203857,"USA: MLS","2005-09-25","Los Angeles Galaxy",2,"Sporting Kansas City",1,2.1388,3.135,3.0175,2.29,3.25,3.2,"Pinnacle Sports","Pinnacle Sports","bet365",8,8,8
"14915",204820,"USA: MLS","2005-10-01","Colorado Rapids",2,"Real Salt Lake",1,1.492,3.665,5.809,1.57,4,7,"bet365","bwin","Pinnacle Sports",10,10,10
"14916",204821,"USA: MLS","2005-10-01","Columbus Crew",0,"Chivas USA",1,1.5167,3.5778,5.6278,1.6,3.75,6.75,"bet-at-home","BetVictor","Pinnacle Sports",9,9,9
"14917",204822,"USA: MLS","2005-10-01","Los Angeles Galaxy",2,"FC Dallas",1,2.0278,3.2056,3.2167,2.1,3.25,3.5,"bet-at-home","BetVictor","BetVictor",9,9,9
"14918",204823,"USA: MLS","2005-10-01","New England Revoluti",0,"Houston Dynamo",2,2.179,3.1,2.995,2.29,3.25,3.25,"William Hill","Expekt","BetVictor",10,10,10
"14919",204824,"USA: MLS","2005-10-01","New York Red Bulls",1,"DC United",4,2.2175,3.1,2.8938,2.29,3.25,3.1,"bwin","Expekt","William Hill",8,8,8
"14920",204825,"USA: MLS","2005-10-01","Sporting Kansas City",0,"Chicago Fire",1,2.095,3.135,3.1,2.2,3.25,3.2,"bet365","Expekt","BetVictor",10,10,10
"15184",205434,"USA: MLS","2005-10-05","Chicago Fire",2,"New York Red Bulls",2,1.8844,3.25,3.5211,1.95,3.25,3.75,"bwin","bet-at-home","Expekt",9,9,9
"15185",205435,"USA: MLS","2005-10-05","Colorado Rapids",1,"Chivas USA",1,1.402,3.854,6.645,1.45,4.34,7,"Expekt","bwin","bet365",10,10,10
"15186",205436,"USA: MLS","2005-10-05","FC Dallas",2,"Columbus Crew",1,1.722,3.334,4.223,1.91,3.45,4.5,"Pinnacle Sports","bwin","BetVictor",10,10,10
"15187",205437,"USA: MLS","2005-10-05","Real Salt Lake",1,"DC United",3,3.642,3.328,1.836,4.07,3.59,1.91,"Pinnacle Sports","Pinnacle Sports","Ladbrokes",10,10,10
"15289",205721,"USA: MLS","2005-10-08","Chicago Fire",1,"Columbus Crew",2,1.5873,3.4236,5.1218,1.62,3.5,5.5,"Coral","BetVictor","BetVictor",11,11,11
"15290",205722,"USA: MLS","2005-10-08","DC United",1,"New York Red Bulls",2,1.63,3.3943,4.8143,1.67,3.45,6.06,"Coral","BetVictor","Pinnacle Sports",7,7,7
"15291",205723,"USA: MLS","2005-10-08","FC Dallas",0,"Colorado Rapids",0,1.915,3.2563,3.4438,1.95,3.35,3.75,"bet-at-home","Expekt","Sportingbet",8,8,8
"15292",205724,"USA: MLS","2005-10-08","Houston Dynamo",2,"Real Salt Lake",2,1.301,4.312,8.338,1.33,4.5,9,"bet365","bwin","bwin",10,10,10
"15293",205725,"USA: MLS","2005-10-08","Sporting Kansas City",2,"New England Revoluti",2,2.4164,3.1364,2.5936,2.5,3.25,2.7,"bet365","Pinnacle Sports","Pinnacle Sports",11,11,11
"15458",206172,"USA: MLS","2005-10-12","Real Salt Lake",0,"Colorado Rapids",1,2.7783,3.1917,2.24,3,3.25,2.4,"William Hill","bet365","Coral",6,6,6
"15803",206802,"USA: MLS","2005-10-15","DC United",2,"Columbus Crew",2,1.585,3.47,4.9575,1.61,3.5,5.25,"bet365","bet365","William Hill",8,8,8
"15804",206803,"USA: MLS","2005-10-15","FC Dallas",2,"Sporting Kansas City",2,2.195,3.18,2.858,2.5,3.3,3,"Pinnacle Sports","Coral","bet-at-home",10,10,10
"15805",206804,"USA: MLS","2005-10-15","Los Angeles Galaxy",1,"Houston Dynamo",3,2.0864,3.1955,3.0955,2.2,3.3,3.9,"BetVictor","bwin","bwin",11,11,11
"15806",206805,"USA: MLS","2005-10-15","New England Revoluti",1,"Chicago Fire",0,1.7513,3.3188,4.0188,1.8,3.45,4.3,"Expekt","bwin","10Bet",8,8,8
"16014",207268,"USA: MLS","2005-10-16","Chivas USA",0,"New York Red Bulls",2,3.91,3.3333,1.7589,4.3,3.5,1.91,"bwin","Pinnacle Sports","Coral",9,9,9
"16228",207652,"USA: MLS","2005-10-21","Chicago Fire",0,"DC United",0,2.1988,3.0813,2.945,2.29,3.2,3.05,"Pinnacle Sports","William Hill","Pinnacle Sports",8,8,8
"16481",208200,"USA: MLS","2005-10-22","Colorado Rapids",0,"FC Dallas",0,2.1811,3.0511,3.0456,2.33,3.2,3.26,"Pinnacle Sports","Expekt","Pinnacle Sports",9,9,9
"16482",208201,"USA: MLS","2005-10-22","New York Red Bulls",1,"New England Revoluti",0,2.4113,3.0438,2.6675,2.49,3.1,2.88,"Pinnacle Sports","BetVictor","Pinnacle Sports",8,8,8
"16682",208636,"USA: MLS","2005-10-23","Los Angeles Galaxy",3,"Houston Dynamo",1,2.5225,3.0583,2.5258,2.65,3.15,2.65,"Expekt","bwin","bwin",12,12,12
"17187",209556,"USA: MLS","2005-10-29","FC Dallas",2,"Colorado Rapids",2,1.763,3.309,4.045,1.83,3.5,4.2,"Pinnacle Sports","Pinnacle Sports","bet365",10,10,10
"17188",209557,"USA: MLS","2005-10-29","Houston Dynamo",1,"Los Angeles Galaxy",1,1.583,3.493,5.034,1.61,3.64,5.64,"bet365","Pinnacle Sports","Pinnacle Sports",10,10,10
"17189",209558,"USA: MLS","2005-10-29","New England Revoluti",3,"New York Red Bulls",1,1.73,3.3833,4.1078,1.8,3.5,4.34,"William Hill","bwin","Pinnacle Sports",9,9,9
"17387",210009,"USA: MLS","2005-10-30","DC United",0,"Chicago Fire",4,1.865,3.265,3.629,1.91,3.45,4.09,"Coral","Pinnacle Sports","bwin",10,10,10
"17752",210698,"USA: MLS","2005-11-05","Colorado Rapids",0,"Los Angeles Galaxy",2,1.97,3.2182,3.3855,2.1,3.25,3.6,"Pinnacle Sports","BetVictor","Expekt",11,11,11
"17944",211138,"USA: MLS","2005-11-06","New England Revoluti",1,"Chicago Fire",0,1.825,3.2567,3.7767,1.9,3.4,4,"bet365","Expekt","Expekt",12,12,12
"18259",211919,"USA: MLS","2005-11-13","New England Revoluti",0,"Los Angeles Galaxy",0,2.0978,3.1644,3.1422,2.34,3.25,3.39,"Pinnacle Sports","BetVictor","bet365",9,9,9
"26702",227711,"USA: MLS","2006-04-01","FC Dallas",3,"Chicago Fire",2,2,3.25,3.25,2,3.3,3.3,"bet365","Expekt","Expekt",2,2,2
"26703",227712,"USA: MLS","2006-04-01","Los Angeles Galaxy",0,"New England Revoluti",1,2.33,3.14,2.638,2.37,3.2,2.75,"bet365","bet365","William Hill",5,5,5
"26704",227713,"USA: MLS","2006-04-01","Sporting Kansas City",3,"Columbus Crew",1,1.8067,3.3167,3.7333,1.85,3.4,4,"Betsafe","bet365","Expekt",6,6,6
"26883",228143,"USA: MLS","2006-04-02","DC United",2,"New York Red Bulls",2,1.95,3.2333,3.4,2,3.3,3.5,"bet365","Expekt","Expekt",3,3,3
"26884",228144,"USA: MLS","2006-04-02","Chivas USA",3,"Real Salt Lake",0,1.9782,3.2209,3.3273,2,3.25,3.5,"bet-at-home","Betsafe","BetVictor",11,11,11
"26885",228145,"USA: MLS","2006-04-02","Houston Dynamo",5,"Colorado Rapids",2,2,3.2,3.2,2,3.2,3.2,"bet365","bet365","bet365",1,1,1
"27288",229048,"USA: MLS","2006-04-08","DC United",2,"Chivas USA",0,1.6367,3.3678,4.7833,1.7,3.5,5,"bwin","Pinnacle Sports","BetVictor",9,9,9
"27289",229049,"USA: MLS","2006-04-08","Colorado Rapids",3,"Columbus Crew",1,2.1118,3.1827,3.0391,2.25,3.2,3.25,"Pinnacle Sports","bet-at-home","BetVictor",11,11,11
"27290",229050,"USA: MLS","2006-04-08","FC Dallas",2,"Real Salt Lake",1,1.47,3.5,6.25,1.5,3.6,6.5,"William Hill","bet365","bet365",2,2,2
"27291",229051,"USA: MLS","2006-04-08","Houston Dynamo",1,"Sporting Kansas City",2,2.1,3.175,3,2.1,3.2,3,"bet365","bet365","bet365",2,2,2
"27292",229052,"USA: MLS","2006-04-08","Los Angeles Galaxy",1,"Chicago Fire",1,2.166,3.18,2.908,2.2,3.25,3.03,"bet-at-home","bet365","Betsafe",10,10,10
"27293",229053,"USA: MLS","2006-04-08","New York Red Bulls",0,"New England Revoluti",0,2.45,3.15,2.55,2.5,3.2,2.6,"bet365","bet365","William Hill",2,2,2
"27978",230472,"USA: MLS","2006-04-15","Columbus Crew",1,"Chicago Fire",1,2.3788,3.165,2.6375,2.6,3.25,2.75,"Pinnacle Sports","Pinnacle Sports","BetVictor",8,8,8
"27979",230473,"USA: MLS","2006-04-15","Chivas USA",1,"Los Angeles Galaxy",2,2.767,3.125,2.295,3.1,3.2,2.6,"William Hill","bet-at-home","bwin",10,10,10
"27980",230474,"USA: MLS","2006-04-15","Colorado Rapids",2,"FC Dallas",2,2.2527,3.1473,2.8118,2.29,3.2,3.05,"bet-at-home","bet-at-home","Pinnacle Sports",11,11,11
"27981",230475,"USA: MLS","2006-04-15","DC United",2,"Houston Dynamo",0,2.15,3.1,3.05,2.2,3.1,3.1,"bet365","bet365","William Hill",2,2,2
"27982",230476,"USA: MLS","2006-04-15","Real Salt Lake",1,"New York Red Bulls",1,2.8133,3.1367,2.2683,3,3.2,2.35,"bet365","bet-at-home","bwin",6,6,6
"27983",230477,"USA: MLS","2006-04-15","Sporting Kansas City",1,"New England Revoluti",0,2.213,3.123,2.911,2.29,3.25,3.15,"Paddy Power","Ladbrokes","Pinnacle Sports",10,10,10
"28591",231897,"USA: MLS","2006-04-22","New York Red Bulls",1,"DC United",4,2.3157,3.1071,2.7943,2.4,3.2,3,"Expekt","Betsafe","bet-at-home",7,7,7
"28592",231898,"USA: MLS","2006-04-22","Houston Dynamo",2,"Real Salt Lake",1,1.6033,3.4833,4.9433,1.66,3.55,5.3,"bet365","William Hill","Expekt",3,3,3
"28593",231899,"USA: MLS","2006-04-22","Los Angeles Galaxy",0,"Columbus Crew",1,1.696,3.385,4.367,1.75,3.6,4.9,"bet-at-home","Coral","Expekt",10,10,10
"28786",232303,"USA: MLS","2006-04-23","FC Dallas",2,"Sporting Kansas City",1,2.2733,3.1642,2.8008,2.38,3.4,3,"Coral","Coral","bet-at-home",12,12,12
"29170",233185,"USA: MLS","2006-04-29","Real Salt Lake",2,"Los Angeles Galaxy",3,2.7,3.133,2.354,2.9,3.2,2.5,"Pinnacle Sports","bet-at-home","bwin",10,10,10
"29171",233186,"USA: MLS","2006-04-29","Chivas USA",0,"New York Red Bulls",0,2.3817,3.1083,2.6833,2.5,3.25,2.95,"Betsafe","Pinnacle Sports","Pinnacle Sports",6,6,6
"29172",233187,"USA: MLS","2006-04-29","Colorado Rapids",0,"Houston Dynamo",1,2.4233,3.15,2.6067,2.5,3.2,2.62,"Expekt","bet365","bet365",3,3,3
"29173",233188,"USA: MLS","2006-04-29","Columbus Crew",0,"Sporting Kansas City",1,2.5018,3.1545,2.5209,2.7,3.25,2.65,"Pinnacle Sports","Pinnacle Sports","bwin",11,11,11
"29174",233189,"USA: MLS","2006-04-29","DC United",1,"FC Dallas",1,2.0564,3.18,3.1845,2.15,3.25,3.5,"bet-at-home","Pinnacle Sports","Pinnacle Sports",11,11,11
"29368",233604,"USA: MLS","2006-04-30","New England Revoluti",1,"Chicago Fire",2,1.8383,3.2525,3.8042,1.91,3.4,4.25,"Pinnacle Sports","Expekt","Expekt",12,12,12
"29789",234483,"USA: MLS","2006-05-06","New England Revoluti",4,"Los Angeles Galaxy",0,2.036,3.195,3.227,2.1,3.25,3.35,"BetVictor","bet-at-home","bwin",10,10,10
"29790",234484,"USA: MLS","2006-05-06","Colorado Rapids",2,"DC United",1,2.4329,3.1,2.5929,2.5,3.2,2.75,"Betsafe","DOXXbet","BetVictor",7,7,7
"29791",234485,"USA: MLS","2006-05-06","Houston Dynamo",4,"FC Dallas",3,2.285,3.1625,2.7775,2.4,3.2,2.91,"Expekt","bet365","DOXXbet",4,4,4
"29792",234486,"USA: MLS","2006-05-06","Real Salt Lake",0,"Columbus Crew",1,2.4683,3.1025,2.5825,2.54,3.2,2.7,"Pinnacle Sports","DOXXbet","bet365",12,12,12
"29793",234487,"USA: MLS","2006-05-06","Sporting Kansas City",1,"Chicago Fire",1,1.8946,3.2192,3.6177,2,3.35,4,"Expekt","bet-at-home","BetVictor",13,13,13
"30069",235211,"USA: MLS","2006-05-10","FC Dallas",1,"Los Angeles Galaxy",0,1.8682,3.2455,3.7109,1.95,3.4,4.25,"Pinnacle Sports","Expekt","Expekt",11,11,11
"30318",235682,"USA: MLS","2006-05-13","FC Dallas",1,"Houston Dynamo",1,2.13,3.1875,3.0475,2.2,3.25,3.25,"bet365","Expekt","Expekt",4,4,4
"30319",235683,"USA: MLS","2006-05-13","Columbus Crew",1,"Colorado Rapids",0,2.1525,3.1625,3.0158,2.29,3.25,3.25,"Expekt","BetVictor","BetVictor",12,12,12
"30320",235684,"USA: MLS","2006-05-13","DC United",2,"Sporting Kansas City",1,2.1664,3.1427,2.99,2.25,3.2,3.25,"Expekt","bet-at-home","BetVictor",11,11,11
"30321",235685,"USA: MLS","2006-05-13","Los Angeles Galaxy",0,"Real Salt Lake",3,1.6111,3.4,4.9811,1.65,3.75,5.09,"DOXXbet","BetVictor","Betsafe",9,9,9
"30322",235686,"USA: MLS","2006-05-13","New England Revoluti",3,"Chivas USA",1,1.7211,3.3,4.3778,1.8,3.4,5.5,"bet-at-home","Expekt","Expekt",9,9,9
"30323",235687,"USA: MLS","2006-05-13","New York Red Bulls",1,"Chicago Fire",1,2.29,3.1357,2.8086,2.45,3.2,3,"Expekt","bet-at-home","bwin",7,7,7
"30693",236583,"USA: MLS","2006-05-20","Houston Dynamo",0,"Chicago Fire",1,1.9833,3.1833,3.35,2,3.25,3.5,"bet365","bet365","DOXXbet",3,3,3
"30694",236584,"USA: MLS","2006-05-20","Columbus Crew",1,"DC United",1,2.45,3.125,2.57,2.65,3.3,2.75,"Expekt","Expekt","bet-at-home",10,10,10
"30695",236585,"USA: MLS","2006-05-20","FC Dallas",4,"New England Revoluti",0,2.0817,3.1683,3.1225,2.18,3.25,3.45,"10Bet","bet365","bwin",12,12,12
"30696",236586,"USA: MLS","2006-05-20","Los Angeles Galaxy",0,"Colorado Rapids",1,2.0309,3.1636,3.2591,2.2,3.25,3.5,"bwin","bet365","William Hill",11,11,11
"30697",236587,"USA: MLS","2006-05-20","New York Red Bulls",5,"Chivas USA",4,1.8833,3.2,3.6489,2,3.3,3.8,"Pinnacle Sports","Betsafe","bet-at-home",9,9,9
"30698",236588,"USA: MLS","2006-05-20","Real Salt Lake",2,"Sporting Kansas City",1,2.8382,3.1864,2.2445,3.25,3.4,2.38,"Expekt","Expekt","Sportingbet",11,11,11
"30844",237011,"USA: MLS","2006-05-24","New York Red Bulls",1,"FC Dallas",2,2.7025,3.1275,2.3625,2.8,3.25,2.5,"Betsafe","bwin","William Hill",8,8,8
"30969",237316,"USA: MLS","2006-05-27","Real Salt Lake",2,"Colorado Rapids",2,2.4075,3.1183,2.6333,2.6,3.2,2.75,"Pinnacle Sports","Coral","DOXXbet",12,12,12
"30970",237317,"USA: MLS","2006-05-27","Chivas USA",1,"Chicago Fire",0,2.7962,3.1231,2.2823,3,3.2,2.4,"Expekt","Coral","bet-at-home",13,13,13
"30971",237318,"USA: MLS","2006-05-27","New England Revoluti",1,"Houston Dynamo",1,2.285,3.125,2.82,2.35,3.2,2.91,"Expekt","Expekt","DOXXbet",4,4,4
"30972",237319,"USA: MLS","2006-05-27","Sporting Kansas City",1,"DC United",3,2.2555,3.1455,2.8464,2.45,3.25,3,"Pinnacle Sports","Coral","bwin",11,11,11
"31134",237742,"USA: MLS","2006-05-31","Colorado Rapids",1,"Los Angeles Galaxy",0,1.7842,3.275,4.0125,1.91,3.35,4.33,"10Bet","BetVictor","Paddy Power",12,12,12
"31135",237743,"USA: MLS","2006-05-31","DC United",5,"Columbus Crew",1,1.6682,3.3627,4.5318,1.73,3.46,5.26,"bet365","Pinnacle Sports","Pinnacle Sports",11,11,11
"31217",237971,"USA: MLS","2006-06-03","Chivas USA",4,"Colorado Rapids",1,2.4585,3.1154,2.5862,2.6,3.2,2.75,"Pinnacle Sports","bet365","Expekt",13,13,13
"31218",237972,"USA: MLS","2006-06-03","DC United",1,"New England Revoluti",0,1.7643,3.3129,4.0979,1.85,3.65,4.34,"Betsafe","bwin","BetVictor",14,14,14
"31219",237973,"USA: MLS","2006-06-03","FC Dallas",1,"Columbus Crew",2,1.581,3.45,5.115,1.66,3.65,5.8,"William Hill","Expekt","bet-at-home",10,10,10
"31220",237974,"USA: MLS","2006-06-03","Houston Dynamo",2,"Los Angeles Galaxy",1,1.61,3.3667,4.9333,1.61,3.4,5,"bet365","bet365","bet365",3,3,3
"31221",237975,"USA: MLS","2006-06-03","Real Salt Lake",3,"Chicago Fire",1,2.4592,3.1269,2.5715,2.65,3.2,2.7,"Pinnacle Sports","bet365","bet-at-home",13,13,13
"31222",237976,"USA: MLS","2006-06-03","Sporting Kansas City",1,"New York Red Bulls",1,1.9538,3.175,3.4563,2.1,3.2,3.8,"William Hill","bet365","bet365",8,8,8
"31390",238376,"USA: MLS","2006-06-08","Los Angeles Galaxy",1,"Chivas USA",2,2.168,3.13,3,2.29,3.2,3.15,"William Hill","bet365","bwin",5,5,5
"31396",238394,"USA: MLS","2006-06-09","Colorado Rapids",1,"Real Salt Lake",0,1.8825,3.2125,3.6625,1.95,3.3,3.9,"William Hill","Expekt","Expekt",4,4,4
"31422",238518,"USA: MLS","2006-06-10","Chicago Fire",3,"New England Revoluti",3,1.9809,3.2045,3.3409,2.04,3.25,3.8,"Sportingbet","bet365","Expekt",11,11,11
"31423",238519,"USA: MLS","2006-06-10","Columbus Crew",0,"Sporting Kansas City",1,2.1488,3.15,2.9975,2.2,3.2,3.2,"BetVictor","bwin","William Hill",8,8,8
"31424",238520,"USA: MLS","2006-06-10","FC Dallas",2,"Chivas USA",1,1.6,3.3722,5.0333,1.66,3.5,5.35,"DOXXbet","bet-at-home","bet-at-home",9,9,9
"31425",238521,"USA: MLS","2006-06-10","Los Angeles Galaxy",1,"DC United",1,3.22,3.17,2.038,3.45,3.3,2.15,"bet-at-home","bet-at-home","DOXXbet",5,5,5
"31426",238522,"USA: MLS","2006-06-10","New York Red Bulls",1,"Houston Dynamo",1,2.525,3.15,2.4875,2.6,3.2,2.5,"Expekt","bet365","bet365",4,4,4
"31573",238894,"USA: MLS","2006-06-17","Houston Dynamo",2,"Real Salt Lake",1,1.7125,3.3375,4.3425,1.75,3.4,4.5,"Expekt","bet365","Expekt",4,4,4
"31574",238895,"USA: MLS","2006-06-17","New England Revoluti",1,"DC United",1,2.4986,3.1071,2.5271,2.54,3.2,2.65,"Pinnacle Sports","DOXXbet","Pinnacle Sports",7,7,7
"31575",238896,"USA: MLS","2006-06-17","New York Red Bulls",2,"Los Angeles Galaxy",1,1.9314,3.2429,3.45,2.04,3.4,3.7,"Pinnacle Sports","bet365","bet-at-home",7,7,7
"31576",238897,"USA: MLS","2006-06-17","Sporting Kansas City",3,"Chicago Fire",2,2.01,3.185,3.305,2.1,3.2,3.8,"bet365","bet-at-home","Pinnacle Sports",10,10,10
"31617",239006,"USA: MLS","2006-06-18","Chivas USA",2,"Columbus Crew",0,2.17,3.15,2.967,2.2,3.2,3.1,"bet-at-home","Betsafe","Sportingbet",10,10,10
"31646",239074,"USA: MLS","2006-06-21","Colorado Rapids",1,"Chivas USA",1,1.8733,3.2667,3.6244,1.91,3.35,3.95,"Ladbrokes","Expekt","bwin",9,9,9
"31647",239075,"USA: MLS","2006-06-21","Columbus Crew",1,"New England Revoluti",1,2.2589,3.1889,2.7722,2.35,3.2,2.9,"Expekt","bet-at-home","bwin",9,9,9
"31648",239076,"USA: MLS","2006-06-21","DC United",1,"Chicago Fire",0,1.625,3.4583,4.815,1.65,3.65,5.85,"BetVictor","bwin","bwin",6,6,6
"31693",239176,"USA: MLS","2006-06-24","Columbus Crew",1,"Chivas USA",1,2.0258,3.1358,3.2667,2.1,3.2,3.65,"BetVictor","Betsafe","Pinnacle Sports",12,12,12
"31694",239177,"USA: MLS","2006-06-24","DC United",1,"Sporting Kansas City",0,1.8125,3.2417,3.9125,1.91,3.4,4.25,"Pinnacle Sports","Expekt","Expekt",12,12,12
"31695",239178,"USA: MLS","2006-06-24","FC Dallas",1,"Colorado Rapids",0,1.778,3.285,3.989,1.8,3.4,4.25,"bet-at-home","Expekt","Expekt",10,10,10
"31696",239179,"USA: MLS","2006-06-24","Los Angeles Galaxy",0,"Houston Dynamo",0,2.79,3.17,2.266,2.95,3.25,2.29,"Expekt","bet365","bwin",5,5,5
"31697",239180,"USA: MLS","2006-06-24","Real Salt Lake",0,"New England Revoluti",0,2.4358,3.1292,2.595,2.6,3.2,2.8,"Expekt","bet365","Pinnacle Sports",12,12,12
"31721",239258,"USA: MLS","2006-06-25","Chicago Fire",2,"New York Red Bulls",0,2.0688,3.1375,3.1875,2.2,3.2,3.5,"bwin","bet-at-home","BetVictor",8,8,8
"31756",239330,"USA: MLS","2006-06-28","Chicago Fire",2,"Real Salt Lake",1,1.7478,3.3167,4.0856,1.9,3.4,4.59,"DOXXbet","BetVictor","bet-at-home",9,9,9
"31757",239331,"USA: MLS","2006-06-28","Chivas USA",1,"Houston Dynamo",1,2.228,3.15,2.864,2.29,3.2,3.2,"Expekt","DOXXbet","bwin",5,5,5
"31758",239332,"USA: MLS","2006-06-28","New England Revoluti",1,"FC Dallas",0,2.4782,3.1,2.5355,2.6,3.2,2.7,"William Hill","DOXXbet","Expekt",11,11,11
"31759",239333,"USA: MLS","2006-06-28","New York Red Bulls",0,"Columbus Crew",0,2.01,3.1556,3.3,2.1,3.25,3.6,"bet-at-home","BetVictor","bwin",9,9,9
"31760",239334,"USA: MLS","2006-06-28","Sporting Kansas City",2,"DC United",3,2.3025,3.1292,2.7533,2.5,3.2,2.9,"10Bet","DOXXbet","Expekt",12,12,12
"31787",239413,"USA: MLS","2006-07-01","Chivas USA",3,"FC Dallas",0,2.4638,3.1254,2.5685,2.75,3.25,2.75,"Sportingbet","Sportingbet","bwin",13,13,13
"31788",239414,"USA: MLS","2006-07-01","New England Revoluti",3,"New York Red Bulls",2,1.76,3.2813,4.1738,1.9,3.3,5,"DOXXbet","10Bet","BetVictor",8,8,8
"31789",239415,"USA: MLS","2006-07-01","Sporting Kansas City",0,"Los Angeles Galaxy",2,1.5777,3.5285,5.0392,1.6,3.75,5.5,"10Bet","Sportingbet","bwin",13,13,13
"31849",239536,"USA: MLS","2006-07-04","Chicago Fire",1,"Sporting Kansas City",0,2.1033,3.1875,3.05,2.15,3.25,3.25,"bet-at-home","Coral","Expekt",12,12,12
"31850",239537,"USA: MLS","2006-07-04","Colorado Rapids",3,"New England Revoluti",2,2.1955,3.1682,2.9091,2.25,3.25,3.2,"Betsafe","Coral","Sportingbet",11,11,11
"31851",239538,"USA: MLS","2006-07-04","FC Dallas",0,"DC United",1,2.2542,3.1375,2.8442,2.38,3.25,3,"Sportingbet","Coral","BetVictor",12,12,12
"31852",239539,"USA: MLS","2006-07-04","Houston Dynamo",1,"Columbus Crew",1,1.7233,3.3167,4.2267,1.75,3.35,4.45,"DOXXbet","bwin","bwin",3,3,3
"31853",239540,"USA: MLS","2006-07-04","Los Angeles Galaxy",1,"New York Red Bulls",0,2.106,3.15,3.08,2.2,3.25,3.15,"bwin","bet-at-home","Betsafe",5,5,5
"31854",239541,"USA: MLS","2006-07-04","Real Salt Lake",0,"Chivas USA",0,2.4642,3.1458,2.5525,2.54,3.25,2.65,"Expekt","Coral","bwin",12,12,12
